,品名,规格,市场,价格,趋势,周涨跌,月涨跌,年涨跌
320, 蛤蚧 , 中对 进口 ,安国,25.00,平,0.00%,-16.67%,-24.24%
321, 丁香 , 统 进口 ,安国,57.00,平,0.00%,0.00%,-3.39%
322, 胆南星 , 袋装 较广 ,安国,28.00,平,0.00%,0.00%,-6.67%
323, 淡豆豉 , 统 较广 ,安国,14.00,平,0.00%,0.00%,0.00%
324, 淡竹叶 , 统 较广 ,安国,9.50,平,0.00%,0.00%,-13.64%
325, 当归 , 药厂货 甘.. ,安国,40.00,平,0.00%,0.00%,-20.00%
326, 党参 , 中条 甘肃 ,安国,60.00,平,0.00%,0.00%,-42.86%
327, 党参 , 小条 甘肃 ,安国,45.00,平,0.00%,0.00%,-47.06%
328, 刀豆 , 红统 较广 ,安国,12.00,平,0.00%,0.00%,0.00%
329, 灯心草 , 散草 江西 ,安国,125.00,平,0.00%,0.00%,-10.71%
330, 刀豆壳 , 统 云南 ,安国,10.00,平,0.00%,0.00%,0.00%
331, 苦地丁 , 统 较广 ,安国,5.00,平,0.00%,0.00%,-28.57%
332, 地肤子 , 五星 东北 ,安国,14.00,平,0.00%,0.00%,-6.67%
333, 地骨皮 , 统 山西 ,安国,60.00,平,0.00%,0.00%,-3.23%
334, 地骨皮 , 统 较广 ,安国,60.00,平,0.00%,0.00%,-3.23%
335, 地骨皮 , 全检水洗货.. ,安国,100.00,平,0.00%,0.00%,0.00%
336, 地锦草 , 硬苗 较广 ,安国,6.00,平,0.00%,0.00%,-14.29%
337, 地龙 , 全开 广西 ,安国,210.00,平,0.00%,2.44%,-12.50%
338, 地榆 , 统片 较广 ,安国,17.00,平,0.00%,0.00%,-5.56%
339, 冬瓜皮 , 统 较广 ,安国,10.00,平,0.00%,0.00%,-33.33%
340, 冬瓜子 , 单边 较广 ,安国,60.00,平,0.00%,0.00%,-57.14%
341, 冬凌草 , 全草 较广 ,安国,11.00,平,0.00%,0.00%,-26.67%
342, 杜仲 , 板皮 西南 ,安国,15.00,平,0.00%,0.00%,-11.76%
343, 莪术 , 统片 广西 ,安国,7.00,平,0.00%,0.00%,-17.65%
344, 鹅不食草 , 全草 河南 ,安国,16.00,平,0.00%,0.00%,-11.11%
345, 狗脊 , 统片 广西 ,安国,27.00,平,0.00%,0.00%,0.00%
346, 枸杞子 , 280粒 .. ,安国,60.00,平,0.00%,0.00%,0.00%
347, 枸杞子 , 380粒 .. ,安国,55.00,平,0.00%,0.00%,10.00%
348, 谷精草 , 统 浙江 ,安国,28.00,平,0.00%,0.00%,-6.67%
349, 瓜蒌皮 , 丝 河北 ,安国,12.00,平,0.00%,0.00%,-14.29%
350, 瓜蒌子 , 统 较广 ,安国,18.00,平,0.00%,0.00%,0.00%
351, 瓜子金 , 统片 河北 ,安国,65.00,平,0.00%,0.00%,0.00%
352, 关白附 , 统 东北 ,安国,120.00,平,0.00%,0.00%,0.00%
353, 广枣 , 统 广西 ,安国,8.00,慢,0.00%,-11.11%,-11.11%
354, 绵马贯众 , 统片 东北 ,安国,12.00,平,0.00%,0.00%,0.00%
355, 光慈姑 , 统 较广 ,安国,260.00,平,0.00%,0.00%,-7.14%
356, 山豆根 , 统个 广西 ,安国,145.00,平,0.00%,0.00%,-3.33%
357, 广藿香 , 统片 广东 ,安国,9.00,平,0.00%,0.00%,-14.29%
358, 山药 , 毛条 河北 ,安国,6.50,平,0.00%,0.00%,8.33%
359, 山药 , 统片 河北 ,安国,6.80,平,0.00%,0.00%,-15.00%
360, 山药 , 0.8-1.. ,安国,19.50,平,0.00%,0.00%,0.00%
361, 山药 , 净条 河北 ,安国,14.00,平,0.00%,0.00%,0.00%
362, 龟甲 , 龟板统 较.. ,安国,70.00,平,0.00%,-12.50%,-22.22%
363, 龟甲胶 , 老君堂 河.. ,安国,1030.00,平,0.00%,0.00%,3.00%
364, 肉桂 , 中筒 广西 ,安国,16.00,平,0.00%,0.00%,0.00%
365, 凤眼草 , 统 较广 ,安国,14.00,平,0.00%,0.00%,0.00%
366, 小通草 , 统 西南 ,安国,140.00,平,0.00%,0.00%,-9.68%
367, 龙眼肉 , 不含糖统 .. ,安国,53.00,平,0.00%,0.00%,-18.46%
368, 桂枝 , 中粒 两广 ,安国,8.00,平,0.00%,0.00%,0.00%
369, 海风藤 , 统片 西南 ,安国,10.00,平,0.00%,0.00%,0.00%
370, 海龙 , 刁海龙 南.. ,安国,14000.00,平,0.00%,0.00%,-6.67%
371, 海马 , 中 较广 ,安国,9000.00,平,0.00%,0.00%,-10.00%
372, 海螵蛸 , 中统 国产 ,安国,25.00,平,0.00%,0.00%,-32.43%
373, 海桐皮 , 丝 较广 ,安国,8.50,平,0.00%,0.00%,0.00%
374, 海藻 , 清水 较广 ,安国,13.00,平,0.00%,0.00%,0.00%
375, 寒水石 , 统块 较广 ,安国,3.00,平,0.00%,0.00%,0.00%
376, 半夏 , 家统 甘肃 ,安国,60.00,平,0.00%,0.00%,0.00%
377, 贯叶连翘 , 统 陕西 ,安国,13.00,平,0.00%,0.00%,-7.14%
378, 华山参 , 统片 较广 ,安国,24.00,平,0.00%,0.00%,0.00%
379, 合欢花 , 统 较广 ,安国,35.00,平,0.00%,0.00%,-30.00%
380, 关黄柏 , 统 北朝 ,安国,68.00,平,0.00%,0.00%,-2.86%
381, 川木通 , 统 四川 ,安国,11.00,平,0.00%,0.00%,0.00%
382, 花蕊石 , 统块 较广 ,安国,2.70,平,0.00%,0.00%,0.00%
383, 大豆黄卷 , 统 ,安国,12.00,平,0.00%,0.00%,0.00%
384, 暴马子皮 , 统 东北 ,安国,16.00,平,0.00%,0.00%,-5.88%
385, 川明参 , 统个 四川 ,安国,27.00,平,0.00%,0.00%,-18.18%
386, 僵蚕 , 统 四川 ,安国,125.00,平,0.00%,0.00%,-13.79%
387, 胡椒 , 统白椒 进.. ,亳州,64.00,平,0.00%,-5.88%,-5.88%
388, 金钱白花蛇 , 统条 江西 ,亳州,42.00,平,0.00%,0.00%,-32.26%
389, 白花蛇舌草 , 野生全草 .. ,亳州,9.00,平,0.00%,0.00%,0.00%
390, 白花蛇舌草 , 家种全草 .. ,亳州,6.00,平,0.00%,0.00%,-14.29%
391, 白及 , 统个 西南 ,亳州,50.00,平,0.00%,0.00%,-54.55%
392, 白及 , 饮片货 西.. ,亳州,80.00,平,0.00%,0.00%,0.00%
393, 蒺藜 , 色青货 较.. ,亳州,38.00,平,0.00%,0.00%,-15.56%
394, 莲子 , 空心白统个.. ,亳州,37.00,平,0.00%,-2.63%,-9.76%
395, 白蔹 , 水洗货 湖.. ,亳州,45.00,平,0.00%,0.00%,0.00%
396, 白茅根 , 水洗个 较.. ,亳州,9.00,缺,0.00%,0.00%,-10.00%
397, 白茅根 , 饮片货 较.. ,亳州,9.00,平,0.00%,-10.00%,-10.00%
398, 白前 , 家种统 湖.. ,亳州,13.00,平,0.00%,0.00%,-13.33%
399, 白前 , 饮片货 较.. ,亳州,15.00,缺,0.00%,0.00%,-25.00%
400, 辣木籽 , 统 进口 ,安国,50.00,平,0.00%,0.00%,-9.09%
401, 雪莲子 , 无硫无糖货 ,安国,150.00,平,0.00%,0.00%,0.00%
402, 阿胶 , 胶块 东阿 ,亳州,2550.00,平,0.00%,0.00%,-5.56%
403, 阿胶 , 胶块 福牌 ,亳州,1070.00,平,0.00%,0.00%,-10.83%
404, 艾叶 , 大叶统 河.. ,亳州,9.00,平,0.00%,0.00%,0.00%
405, 人工牛黄 , 统 较广 ,亳州,500.00,平,0.00%,0.00%,0.00%
406, 安息香 , 统块 进口 ,亳州,190.00,平,0.00%,0.00%,0.00%
407, 八角莲 , 统 湖北 ,亳州,75.00,平,0.00%,0.00%,0.00%
408, 八角茴香 , 大红 广西 ,亳州,35.00,平,0.00%,0.00%,16.67%
409, 预知子 , 统 湖北 ,亳州,15.00,平,0.00%,0.00%,0.00%
410, 人参 , 生晒45支.. ,亳州,280.00,平,0.00%,0.00%,-6.67%
411, 人参 , 生晒80支.. ,亳州,200.00,平,0.00%,0.00%,-9.09%
412, 巴戟天 , 中肉 广东 ,亳州,65.00,平,0.00%,0.00%,-27.78%
413, 巴戟天 , 小肉 广东 ,亳州,55.00,平,0.00%,0.00%,-35.29%
414, 巴戟天 , 肉统条 广.. ,亳州,65.00,平,0.00%,0.00%,-27.78%
415, 白扁豆 , 统 云南 ,亳州,15.00,平,0.00%,0.00%,-25.00%
416, 白扁豆 , 统 进口 ,亳州,9.00,平,0.00%,0.00%,-10.00%
417, 连钱草 , 统 较广 ,亳州,8.00,平,0.00%,0.00%,-20.00%
418, 豆蔻 , 统 进口 ,亳州,48.00,平,0.00%,-4.00%,-5.88%
419, 附子 , 清水黑顺片.. ,亳州,46.00,平,0.00%,0.00%,-34.29%
420, 附子 , 清水白附片.. ,亳州,65.00,缺,0.00%,0.00%,-35.00%
421, 白果 , 统 较广 ,亳州,6.00,平,0.00%,0.00%,0.00%
422, 白果 , 统仁 较广 ,亳州,11.00,平,0.00%,0.00%,0.00%
423, 胡椒 , 统白椒 海.. ,亳州,67.00,平,0.00%,-4.29%,-6.94%
424, 薏苡仁 , 统 贵州 ,安国,10.50,平,0.00%,0.00%,-8.70%
425, 薏苡仁 , 统 进口 ,安国,8.50,平,0.00%,0.00%,-15.00%
426, 阴起石 , 统个 较广 ,安国,5.50,平,0.00%,0.00%,22.22%
427, 茵陈 , 统 甘肃 ,安国,9.00,平,0.00%,0.00%,-18.18%
428, 淫羊藿 , 朝鲜藿 东.. ,安国,82.00,平,0.00%,0.00%,-8.89%
429, 银柴胡 , 统个 甘肃 ,安国,60.00,平,0.00%,0.00%,-50.00%
430, 银杏叶 , 统 较广 ,安国,9.00,平,0.00%,0.00%,5.88%
431, 鱼脑石 , 小粒 较广 ,安国,180.00,平,0.00%,0.00%,50.00%
432, 鱼腥草 , 野统 较广 ,安国,6.50,平,0.00%,0.00%,-18.75%
433, 禹余粮 , 统 河南 ,安国,2.50,平,0.00%,0.00%,25.00%
434, 玉米须 , 统 较广 ,安国,5.00,平,0.00%,0.00%,-28.57%
435, 玉竹 , 统条 湖南 ,安国,44.00,平,0.00%,0.00%,-12.00%
436, 玉竹 , 野生统条 .. ,安国,28.00,平,0.00%,0.00%,0.00%
437, 郁金 , 统个 广西 ,安国,14.00,平,0.00%,0.00%,-17.65%
438, 郁李仁 , 统 内蒙 ,安国,75.00,平,0.00%,0.00%,-11.76%
439, 延胡索 , 统个 陕西 ,安国,83.00,平,0.00%,0.00%,-17.00%
440, 延胡索 , 统个 浙江 ,安国,83.00,平,0.00%,0.00%,-20.95%
441, 远志 , 中筒 山西 ,安国,220.00,平,0.00%,0.00%,0.00%
442, 远志 , 筒统货 山.. ,安国,190.00,平,0.00%,0.00%,0.00%
443, 苦瓜 , 茶用片 较.. ,安国,23.00,平,0.00%,0.00%,-8.00%
444, 苦豆子 , 统 河南 ,安国,12.00,平,0.00%,0.00%,9.09%
445, 木香 , 统个 较广 ,安国,15.00,平,0.00%,0.00%,-34.78%
446, 皂角刺 , 大 家种 ,安国,30.00,平,0.00%,0.00%,-6.25%
447, 皂角刺 , 小 家种 ,安国,24.00,平,0.00%,0.00%,-7.69%
448, 大皂角 , 统 河南 ,安国,7.00,平,0.00%,0.00%,0.00%
449, 泽兰 , 统 河南 ,安国,5.00,平,0.00%,0.00%,0.00%
450, 泽泻 , 统个 四川 ,安国,14.00,平,0.00%,7.69%,0.00%
451, 樟脑 , 统 较广 ,安国,40.00,平,0.00%,0.00%,-11.11%
452, 苦丁茶 , 统叶 四川 ,安国,17.00,平,0.00%,0.00%,0.00%
453, 赭石 , 统 较广 ,安国,2.80,平,0.00%,0.00%,-6.67%
454, 浙贝母 , 统个 浙江 ,安国,90.00,平,0.00%,-3.23%,-2.17%
455, 苘麻子 , 统 较广 ,安国,13.00,平,0.00%,0.00%,-31.58%
456, 枳壳 , 统 湖南 ,安国,11.00,平,0.00%,0.00%,-26.67%
457, 玫瑰茄 , 国产 较广 ,安国,38.00,平,0.00%,0.00%,-45.71%
458, 钟乳石 , 统块 较广 ,安国,5.00,平,0.00%,0.00%,0.00%
459, 南五味子 , 统 河南 ,安国,33.00,平,0.00%,0.00%,-23.26%
460, 重楼 , 统个 西南 ,安国,60.00,平,0.00%,0.00%,-45.45%
461, 猪苓 , 统个 家种 ,安国,110.00,平,0.00%,0.00%,0.00%
462, 猪牙皂 , 统个 较广 ,安国,12.00,平,0.00%,0.00%,-7.69%
463, 竹茹 , 黄统 较广 ,安国,7.00,平,0.00%,0.00%,0.00%
464, 孜然 , 统 进口 ,安国,20.00,平,0.00%,-9.09%,-13.04%
465, 孜然 , 统 新疆 ,安国,21.00,平,0.00%,-4.55%,-19.23%
466, 紫草 , 软统 新疆 ,安国,500.00,平,0.00%,0.00%,-16.67%
467, 松香 , 统 较广 ,安国,17.00,平,0.00%,0.00%,0.00%
468, 紫石英 , 统块 较广 ,安国,7.00,平,0.00%,0.00%,-12.50%
469, 紫苏叶 , 统货 两广 ,安国,11.00,平,0.00%,0.00%,0.00%
470, 南鹤虱 , 统 较广 ,安国,15.00,平,0.00%,-16.67%,15.38%
471, 紫菀 , 统个 河北 ,安国,9.00,平,0.00%,0.00%,-30.77%
472, 五味子 , 统 辽宁 ,安国,33.00,平,0.00%,3.13%,-34.00%
473, 三棱 , 统片 浙江 ,安国,11.50,平,0.00%,0.00%,-32.35%
474, 五倍子 , 花倍 较广 ,安国,65.00,平,0.00%,0.00%,80.56%
475, 枳实 , 大个 湖南 ,安国,22.00,平,0.00%,0.00%,-21.43%
476, 乳香 , 原统 进口 ,安国,43.00,平,0.00%,0.00%,7.50%
477, 香加皮 , 统 较广 ,安国,16.00,平,0.00%,0.00%,0.00%
478, 当药 , 统片 较广 ,安国,20.00,平,0.00%,0.00%,0.00%
479, 败酱 , 南统 较广 ,安国,5.00,平,0.00%,0.00%,0.00%
480, 僵蚕 , 统 广西 ,安国,110.00,平,0.00%,0.00%,-15.38%
481, 九节菖蒲 , 统 陕西 ,安国,300.00,平,0.00%,0.00%,15.38%
482, 全蝎 , 小清水 河.. ,安国,1400.00,平,0.00%,0.00%,-12.50%
483, 全蝎 , 盐水 河南 ,安国,800.00,平,0.00%,0.00%,-5.88%
484, 山银花 , 色青花 湖.. ,安国,45.00,平,0.00%,0.00%,-10.00%
485, 山银花 , 药厂货 湖.. ,安国,35.00,平,0.00%,0.00%,-12.50%
486, 广金钱草 , 全草统 广.. ,安国,6.00,平,0.00%,0.00%,-7.69%
487, 粉葛 , 无硫统丁 .. ,安国,12.00,平,0.00%,0.00%,4.35%
488, 马齿苋 , 统 较广 ,安国,5.00,平,0.00%,0.00%,0.00%
489, 粉萆薢 , 统片 较广 ,安国,19.00,平,0.00%,-9.52%,-5.00%
490, 骨碎补 , 统 西南 ,安国,50.00,平,0.00%,4.17%,-9.09%
491, 两头尖 , 统 东北 ,安国,60.00,平,0.00%,0.00%,-11.76%
492, 千斤拔 , 统 广西 ,安国,55.00,平,0.00%,0.00%,0.00%
493, 手掌参 , 统 东北 ,安国,750.00,平,0.00%,0.00%,-6.25%
494, 藜芦 , 统 东北 ,安国,34.00,平,0.00%,0.00%,0.00%
495, 漏芦 , 统 东北 ,安国,27.00,平,0.00%,0.00%,-3.57%
496, 片姜黄 , 统 福建 ,安国,14.00,平,0.00%,0.00%,-12.50%
497, 千日红 , 统 云南 ,安国,35.00,平,0.00%,0.00%,0.00%
498, 红景天 , 大花统 川.. ,安国,85.00,平,0.00%,0.00%,0.00%
499, 独一味 , 叶 青海 ,安国,26.00,平,0.00%,0.00%,-3.70%
500, 白花菜子 , 统 湖北 ,安国,28.00,平,0.00%,0.00%,-44.00%
501, 锦灯笼 , 统个 较广 ,安国,80.00,平,0.00%,0.00%,-46.67%
502, 甜瓜蒂 , 统 较广 ,安国,140.00,平,0.00%,0.00%,-22.22%
503, 柿蒂 , 成熟统 陕.. ,安国,42.00,平,0.00%,0.00%,0.00%
504, 白毛夏枯草 , 统片 较广 ,安国,15.00,平,0.00%,0.00%,-11.76%
505, 谷芽 , 统 较广 ,安国,7.00,平,0.00%,0.00%,-6.67%
506, 山五味子 , 统 西南 ,安国,35.00,平,0.00%,-18.60%,-22.22%
507, 水飞蓟 , 统 东北 ,安国,12.00,平,0.00%,-7.69%,-20.00%
508, 榧子 , 大个 安徽 ,安国,20.00,平,0.00%,0.00%,-23.08%
509, 黑豆 , 黄茬 东北 ,安国,9.00,平,0.00%,0.00%,0.00%
510, 黑豆 , 青茬 东北 ,安国,11.50,平,0.00%,0.00%,0.00%
511, 车前草 , 全草 较广 ,安国,12.00,平,0.00%,0.00%,71.43%
512, 白屈菜 , 统片 较广 ,安国,12.00,平,0.00%,0.00%,0.00%
513, 断肠草 , 统片 较广 ,安国,12.00,平,0.00%,0.00%,0.00%
514, 断血流 , 统 较广 ,安国,8.00,平,0.00%,0.00%,0.00%
515, 浮萍 , 绿统 较广 ,安国,6.00,平,0.00%,0.00%,0.00%
516, 翻白草 , 全草 较广 ,安国,23.00,平,0.00%,-4.17%,-4.17%
517, 龙葵 , 全草 河北 ,安国,3.50,平,0.00%,0.00%,0.00%
518, 墓头回 , 统 河南 ,安国,25.00,平,0.00%,0.00%,0.00%
519, 瞿麦 , 统 河北 ,安国,4.00,平,0.00%,0.00%,0.00%
520, 千里光 , 统 较广 ,安国,8.00,平,0.00%,0.00%,0.00%
521, 三叶青 , 统 较广 ,安国,75.00,平,0.00%,0.00%,-46.43%
522, 醉鱼草 , 统 较广 ,安国,11.00,平,0.00%,0.00%,0.00%
523, 杠板归 , 统 较广 ,安国,10.00,平,0.00%,0.00%,0.00%
524, 玳玳花 , 统 较广 ,安国,150.00,平,0.00%,0.00%,-31.82%
525, 金莲花 , 药用统 较.. ,安国,220.00,平,0.00%,0.00%,-4.35%
526, 金莲花 , 茶用统 较.. ,安国,270.00,平,0.00%,0.00%,-15.63%
527, 桃花 , 家种 较广 ,安国,140.00,平,0.00%,0.00%,7.69%
528, 棕榈 , 籽统 海南 ,安国,9.00,平,0.00%,0.00%,0.00%
529, 祖师麻 , 统片 较广 ,安国,8.00,平,0.00%,0.00%,0.00%
530, 鸡屎藤 , 统 较广 ,安国,7.00,平,0.00%,0.00%,0.00%
531, 雷丸 , 统个 云南 ,安国,135.00,平,0.00%,0.00%,-15.63%
532, 竹黄 , 统 浙江 ,安国,140.00,平,0.00%,0.00%,47.37%
533, 蜣螂 , 清水统 西.. ,安国,250.00,平,0.00%,0.00%,-26.47%
534, 蛇蜕 , 统 较广 ,安国,45.00,平,0.00%,0.00%,-30.77%
535, 水牛角 , 丝 广西 ,安国,40.00,平,0.00%,0.00%,0.00%
536, 刺猬皮 , 统 较广 ,安国,280.00,平,0.00%,0.00%,0.00%
537, 红娘子 , 统 较广 ,安国,1200.00,平,0.00%,0.00%,-25.00%
538, 蝼蛄 , 统 较广 ,安国,30.00,平,0.00%,0.00%,-14.29%
539, 牛鞭 , 中条 ,安国,30.00,平,0.00%,0.00%,0.00%
540, 蛴螬 , 统 较广 ,安国,75.00,平,0.00%,0.00%,36.36%
541, 鼠妇 , 统 较广 ,安国,65.00,平,0.00%,0.00%,-18.75%
542, 蟋蟀 , 统 较广 ,安国,30.00,平,0.00%,0.00%,-14.29%
543, 羊鞭 , 统 较广 ,安国,280.00,平,0.00%,0.00%,-37.78%
544, 紫梢花 , 统 湖北 ,安国,350.00,平,0.00%,0.00%,0.00%
545, 天浆壳 , 统 安徽 ,安国,20.00,平,0.00%,0.00%,0.00%
546, 老头草 , 统个 较广 ,安国,20.00,平,0.00%,0.00%,0.00%
547, 石见穿 , 统 河南 ,安国,8.00,平,0.00%,0.00%,-38.46%
548, 硇砂 , 白块统 较.. ,安国,25.00,平,0.00%,0.00%,0.00%
549, 仙桃草 , 统 较广 ,安国,12.00,平,0.00%,0.00%,0.00%
550, 五谷虫 , 统 较广 ,安国,30.00,平,0.00%,0.00%,-9.09%
551, 铧头草 , 统 较广 ,安国,7.00,平,0.00%,0.00%,-12.50%
552, 溪黄草 , 统 两广 ,安国,5.00,平,0.00%,0.00%,-16.67%
553, 水菖蒲 , 统片 山东 ,安国,11.00,平,0.00%,0.00%,-26.67%
554, 泽漆 , 统片 较广 ,安国,10.00,平,0.00%,0.00%,11.11%
555, 蟑螂 , 统 较广 ,安国,40.00,平,0.00%,0.00%,-20.00%
556, 藏茵陈 , 统片 ,安国,150.00,平,0.00%,0.00%,-25.00%
557, 刺玫果 , 统 东北 ,安国,19.00,平,0.00%,0.00%,-36.67%
558, 刺梨 , 统 贵州 ,安国,14.00,平,0.00%,0.00%,-6.67%
559, 浮海石 , 统 ,安国,5.00,平,0.00%,0.00%,0.00%
560, 红曲 , 米统 ,安国,7.00,平,0.00%,0.00%,0.00%
561, 大叶桉 , 统 ,安国,9.00,平,0.00%,0.00%,-10.00%
562, 黄皮叶 , 统 ,安国,12.00,平,0.00%,0.00%,0.00%
563, 草血竭 , 统个 云南 ,安国,15.00,平,0.00%,0.00%,0.00%
564, 八仙草 , 统片 ,安国,7.00,平,0.00%,0.00%,0.00%
565, 玉簪花 , 统 ,安国,380.00,平,0.00%,0.00%,-5.00%
566, 楮叶 , 统 ,安国,8.00,平,0.00%,0.00%,0.00%
567, 榕树叶 , 统 ,安国,8.00,平,0.00%,0.00%,0.00%
568, 红豆 , 圆粒 ,安国,11.00,平,0.00%,0.00%,10.00%
569, 红毛五加皮 , 抽芯 四川 ,安国,200.00,平,0.00%,0.00%,0.00%
570, 石花 , 石花 ,安国,25.00,平,0.00%,0.00%,0.00%
571, 蜀葵子 , 统 ,安国,29.00,平,0.00%,0.00%,0.00%
572, 六月雪 , 统 ,安国,6.00,平,0.00%,0.00%,0.00%
573, 兔儿伞 , 统 ,安国,22.00,平,0.00%,0.00%,-8.33%
574, 过山龙 , 统片 较广 ,安国,8.00,平,0.00%,0.00%,0.00%
575, 五爪龙 , 统 ,安国,8.00,平,0.00%,0.00%,0.00%
576, 泡桐花 , 统 ,安国,11.00,平,0.00%,0.00%,10.00%
577, 喜树皮 , 统 ,安国,13.00,平,0.00%,0.00%,0.00%
578, 喜树叶 , 统 ,安国,12.00,平,0.00%,0.00%,0.00%
579, 龙葵子 , 统 ,安国,26.00,平,0.00%,0.00%,0.00%
580, 玛咖 , 国产 黑咖 ,安国,25.00,平,0.00%,0.00%,-28.57%
581, 金虫草 , 排草 ,安国,60.00,平,0.00%,0.00%,0.00%
582, 黑枸杞 , 家统 青海 ,安国,38.00,平,0.00%,0.00%,0.00%
583, 伸筋草 , 全草 较广 ,安国,12.00,平,0.00%,0.00%,33.33%
584, 升麻 , 统个 东北 ,安国,72.00,平,0.00%,0.00%,-18.18%
585, 地黄 , 三四五混级.. ,安国,12.00,平,0.00%,14.29%,20.00%
586, 功劳木 , 统片 西南 ,安国,6.00,平,0.00%,0.00%,0.00%
587, 十大功劳叶 , 统 较广 ,安国,14.00,平,0.00%,0.00%,0.00%
588, 石菖蒲 , 统个 湖南 ,安国,63.00,平,0.00%,0.00%,-16.00%
589, 石菖蒲 , 统个 安徽 ,安国,68.00,平,0.00%,0.00%,-15.00%
590, 石膏 , 统 较广 ,安国,3.00,平,0.00%,0.00%,0.00%
591, 石斛 , 黄草统条 .. ,安国,60.00,平,0.00%,0.00%,42.86%
592, 石决明 , 大个 福建 ,安国,18.00,平,0.00%,0.00%,0.00%
593, 石莲子 , 统 较广 ,安国,15.00,平,0.00%,0.00%,0.00%
594, 石榴皮 , 统 较广 ,安国,6.00,平,0.00%,0.00%,0.00%
595, 石韦 , 小叶 较广 ,安国,16.00,平,0.00%,0.00%,0.00%
596, 使君子 , 带壳统 重.. ,安国,18.00,平,0.00%,0.00%,-25.00%
597, 熟地黄 , 三四五混级.. ,安国,13.00,平,0.00%,4.00%,0.00%
598, 水半夏 , 生统 江西 ,安国,10.50,平,0.00%,0.00%,-12.50%
599, 水栀 , 统 广西 ,安国,26.00,平,0.00%,0.00%,-48.00%
600, 水蛭 , 清水统 较.. ,安国,530.00,平,0.00%,0.00%,-29.33%
601, 水蛭 , 矾水统 较.. ,安国,430.00,平,0.00%,0.00%,-33.85%
602, 丝瓜络 , 丝 较广 ,安国,40.00,平,0.00%,0.00%,0.00%
603, 松花粉 , 统 较广 ,安国,70.00,平,0.00%,0.00%,0.00%
604, 苏木 , 统 进口 ,安国,11.00,平,0.00%,0.00%,-8.33%
605, 紫苏子 , 统 河北 ,安国,22.00,平,0.00%,0.00%,0.00%
606, 素馨花 , 统 广东 ,安国,1000.00,平,0.00%,0.00%,-16.67%
607, 磁石 , 统块 较广 ,安国,2.50,平,0.00%,0.00%,0.00%
608, 刺五加 , 杆段 东北 ,安国,13.00,平,0.00%,0.00%,-13.33%
609, 大风子 , 统 进口 ,安国,40.00,平,0.00%,0.00%,66.67%
610, 大腹皮 , 软统 进口 ,安国,7.50,平,0.00%,0.00%,7.14%
611, 大黄 , 家种马蹄 .. ,安国,22.00,平,0.00%,0.00%,-12.00%
612, 大蓟 , 全草统 较.. ,安国,3.50,平,0.00%,0.00%,0.00%
613, 萹蓄 , 统个 较广 ,安国,3.00,平,0.00%,0.00%,0.00%
614, 木贼 , 统 东北 ,安国,8.00,平,0.00%,0.00%,-27.27%
615, 绵萆薢 , 丝 较广 ,安国,18.00,平,0.00%,-10.00%,-21.74%
616, 大青叶 , 统 较广 ,安国,2.50,平,0.00%,0.00%,8.70%
617, 酸枣仁 , 统 进口 ,安国,55.00,平,0.00%,0.00%,-31.25%
618, 锁阳 , 统个 较广 ,安国,44.00,平,0.00%,0.00%,-56.00%
619, 铜绿 , 统 较广 ,安国,55.00,平,0.00%,0.00%,-8.33%
620, 太子参 , 统 贵州 ,安国,38.00,平,0.00%,0.00%,5.56%
621, 太子参 , 统 河北 ,安国,30.00,平,0.00%,0.00%,0.00%
622, 桃仁 , 家统 较广 ,安国,47.00,平,0.00%,0.00%,2.17%
623, 桃仁 , 山统 较广 ,安国,38.00,平,0.00%,-5.00%,2.70%
624, 藤黄 , 统 进口 ,安国,280.00,平,0.00%,0.00%,-6.67%
625, 天冬 , 家统个 广.. ,安国,40.00,平,0.00%,0.00%,-29.82%
626, 前胡 , 野生统个 .. ,安国,150.00,平,0.00%,-6.25%,-6.25%
627, 芡实 , 两瓣 广东 ,安国,27.00,平,0.00%,0.00%,-28.95%
628, 茜草 , 统个 较广 ,安国,50.00,平,0.00%,0.00%,0.00%
629, 羌活 , 条羌统 四.. ,安国,150.00,平,0.00%,0.00%,-11.76%
630, 羌活 , 家种统 甘.. ,安国,85.00,平,0.00%,0.00%,0.00%
631, 羌活 , 蚕羌 四川 ,安国,280.00,平,0.00%,0.00%,-33.33%
632, 秦艽 , 家种统 云.. ,安国,30.00,平,0.00%,0.00%,-51.61%
633, 青黛 , 统 福建 ,安国,55.00,平,0.00%,0.00%,0.00%
634, 青蒿 , 全草 较广 ,安国,3.50,平,0.00%,0.00%,0.00%
635, 北豆根 , 统个 东北 ,安国,12.00,平,0.00%,0.00%,-14.29%
636, 青葙子 , 统 安徽 ,安国,60.00,平,0.00%,0.00%,-7.69%
637, 秋石 , 统块 较广 ,安国,18.00,平,0.00%,0.00%,0.00%
638, 瓜蒌 , 统全丝 河.. ,安国,20.00,平,0.00%,0.00%,11.11%
639, 人参叶 , 统 东北 ,安国,45.00,平,0.00%,0.00%,-10.00%
